,,% Trade,% of ETF,CUSIP,Date,Direction,FUND,Name,Shares,Ticker
1022,,,0.0317,98985X100,2021-05-03,Buy,ARKG,ZYMERGEN INC,67543,ZY
1023,,,0.1417,462222100,2021-05-03,Buy,ARKG,IONIS PHARMACEUTICALS INC,308896,IONS
1024,,,0.0141,125842203,2021-05-03,Buy,ARKG,CM LIFE SCIENCES II INC,99100,CMIIU
1025,,,0.3048,883556102,2021-05-03,Sell,ARKG,THERMO FISHER SCIENTIFIC INC,61100,TMO
1026,,,0.0538,771195104,2021-05-03,Sell,ARKG,ROCHE HOLDING AG,121978,RHHBY
1027,,,0.0375,75886F107,2021-05-03,Sell,ARKG,REGENERON PHARMACEUTICALS INC,7171,REGN
1028,,,0.0018,72940R300,2021-05-03,Sell,ARKG,PLURISTEM THERAPEUTICS INC,40176,PSTI
1029,,,0.0244,74624M102,2021-05-03,Sell,ARKG,PURE STORAGE INC,115642,PSTG
1030,,,0.0419,71944F106,2021-05-03,Sell,ARKG,PHREESIA INC,76164,PHR
1031,,,0.0546,66987V109,2021-05-03,Sell,ARKG,NOVARTIS AG,59216,NVS
1032,,,0.0267,90364P105,2021-05-03,Buy,ARKK,UIPATH INC,85980,PATH
1033,,,0.0195,46269C102,2021-05-03,Buy,ARKK,IRIDIUM COMMUNICATIONS INC,115525,IRDM
1034,,,0.1498,90184L102,2021-05-03,Buy,ARKK,TWITTER INC,627546,TWTR
1035,,,0.0056,07373V105,2021-05-03,Buy,ARKK,BEAM THERAPEUTICS INC,16849,BEAM
1036,,,0.053,83067L109,2021-05-03,Buy,ARKK,SKILLZ INC,720962,SKLZ
1037,,,0.055,693718108,2021-05-03,Sell,ARKK,PACCAR INC,136060,PCAR
1038,,,0.2703,056752108,2021-05-03,Sell,ARKK,BAIDU INC,294033,BIDU
1039,,,0.0241,92921W300,2021-05-03,Buy,ARKQ,VUZIX CORP,36141,VUZI
1040,,,0.1043,91332U101,2021-05-03,Buy,ARKQ,UNITY SOFTWARE INC,34600,U
1041,,,0.1378,47215P106,2021-05-03,Buy,ARKQ,JD.COM INC,57800,JD
1042,,,0.0469,G3770A102,2021-05-03,Buy,ARKQ,GALILEO ACQUISITION CORP,148900,GLEO
1043,,,0.1471,88554D205,2021-05-03,Buy,ARKQ,3D SYSTEMS CORP,227564,DDD
1044,,,0.4572,879360105,2021-05-03,Sell,ARKQ,TELEDYNE TECHNOLOGIES INC,33363,TDY
1045,,,0.2531,90184L102,2021-05-03,Buy,ARKW,TWITTER INC,307022,TWTR
1046,,,0.0564,88032Q109,2021-05-03,Buy,ARKW,TENCENT HOLDINGS LTD,45600,TCEHY
1047,,,0.1543,31188V100,2021-05-03,Buy,ARKW,FASTLY INC,158435,FSLY
1048,,,0.2536,771049103,2021-05-03,Buy,ARKW,ROBLOX CORP,230080,RBLX
1049,,,0.1486,88339J105,2021-05-03,Sell,ARKW,TRADE DESK INC/THE,13772,TTD
1050,,,0.0073,82837P408,2021-05-03,Sell,ARKW,SILVERGATE CAPITAL CORP,4300,SI
1051,,,0.1489,77543R102,2021-05-03,Sell,ARKW,ROKU INC,28811,ROKU
1052,,,0.3501,056752108,2021-05-03,Sell,ARKW,BAIDU INC,110713,BIDU
1053,,,0.001,00851L103,2021-05-03,Sell,ARKW,AGORA INC,1279,API
1054,,,0.034,00783V104,2021-05-03,Sell,ARKW,ADYEN NV,44300,ADYEY
1055,,,0.9968,47215P106,2021-05-03,Buy,ARKX,JD.COM INC,85781,JD
1056,,,1.0044,879360105,2021-05-03,Sell,ARKX,TELEDYNE TECHNOLOGIES INC,15038,TDY
1057,,,0.001,125842203,2021-04-30,Buy,ARKG,CM LIFE SCIENCES II INC,6711,CMIIU
1058,,,0.0379,462222100,2021-04-30,Buy,ARKG,IONIS PHARMACEUTICALS INC,84878,IONS
1059,,,0.0063,65443P102,2021-04-30,Buy,ARKG,908 DEVICES INC,11580,MASS
1060,,,0.016,98985X100,2021-04-30,Buy,ARKG,ZYMERGEN INC,32467,ZY
1061,,,0.1446,87918A105,2021-04-30,Buy,ARKG,TELADOC HEALTH INC,80765,TDOC
1062,,,0.0131,75629V104,2021-04-30,Buy,ARKG,RECURSION PHARMACEUTICALS INC,38210,RXRX
1063,,,0.0002,72940R300,2021-04-30,Sell,ARKG,PLURISTEM THERAPEUTICS INC,3887,PSTI
1064,,,0.0013,74624M102,2021-04-30,Sell,ARKG,PURE STORAGE INC,5894,PSTG
1065,,,0.0177,71944F106,2021-04-30,Sell,ARKG,PHREESIA INC,32918,PHR
1066,,,0.2052,90184L102,2021-04-30,Buy,ARKK,TWITTER INC,843194,TWTR
1067,,,0.0942,87918A105,2021-04-30,Buy,ARKK,TELADOC HEALTH INC,127422,TDOC
1068,,,0.0085,46269C102,2021-04-30,Buy,ARKK,IRIDIUM COMMUNICATIONS INC,52370,IRDM
1069,,,0.144,693718108,2021-04-30,Sell,ARKK,PACCAR INC,371806,PCAR
1070,,,0.0378,77543R102,2021-04-30,Sell,ARKK,ROKU INC,25247,ROKU
1071,,,0.0278,81141R100,2021-04-30,Sell,ARKK,SEA LTD,25134,SE
1072,,,0.0003,68620A203,2021-04-30,Sell,ARKK,ORGANOVO HOLDINGS INC,7336,ONVO
1073,,,0.0032,880770102,2021-04-30,Sell,ARKK,TERADYNE INC,5871,TER
1074,,,0.038,98954M200,2021-04-30,Sell,ARKK,ZILLOW GROUP INC,67267,Z
1075,,,0.0333,G50740102,2021-04-30,Buy,ARKQ,JAWS SPITFIRE ACQUISITION CORP,105943,SPFR
1076,,,0.1258,G3770A102,2021-04-30,Buy,ARKQ,GALILEO ACQUISITION CORP,406400,GLEO
1077,,,0.1306,88554D205,2021-04-30,Buy,ARKQ,3D SYSTEMS CORP,199318,DDD
1078,,,0.3023,67066G104,2021-04-30,Sell,ARKQ,NVIDIA CORP,16402,NVDA
1079,,,0.3996,90184L102,2021-04-30,Buy,ARKW,TWITTER INC,468256,TWTR
1080,,,0.1477,722304102,2021-04-30,Buy,ARKW,PINDUODUO INC,73019,PDD
1081,,,0.1349,87918A105,2021-04-30,Buy,ARKW,TELADOC HEALTH INC,52854,TDOC
1082,,,0.0458,88032Q109,2021-04-30,Buy,ARKW,TENCENT HOLDINGS LTD,38200,TCEHY
1083,,,0.0788,52603B107,2021-04-30,Sell,ARKW,LENDINGTREE INC,24886,TREE
1084,,,0.2396,82837P408,2021-04-30,Sell,ARKW,SILVERGATE CAPITAL CORP,142300,SI
1085,,,0.1373,70450Y103,2021-04-30,Sell,ARKW,PAYPAL HOLDINGS INC,34800,PYPL
1086,,,0.1783,67066G104,2021-04-30,Sell,ARKW,NVIDIA CORP,19660,NVDA
1087,,,0.0184,00851L103,2021-04-30,Sell,ARKW,AGORA INC,24139,API
1088,,,0.0961,98954M200,2021-04-30,Sell,ARKW,ZILLOW GROUP INC,49302,Z
1089,,,0.0008,125842203,2021-04-29,Buy,ARKG,CM LIFE SCIENCES II INC,5389,CMIIU
1090,,,0.0435,98985X100,2021-04-29,Buy,ARKG,ZYMERGEN INC,86200,ZY
1091,,,0.2936,87918A105,2021-04-29,Buy,ARKG,TELADOC HEALTH INC,166635,TDOC
1092,,,0.0124,75629V104,2021-04-29,Buy,ARKG,RECURSION PHARMACEUTICALS INC,37959,RXRX
1093,,,0.0572,462222100,2021-04-29,Buy,ARKG,IONIS PHARMACEUTICALS INC,128124,IONS
1094,,,0.0082,65443P102,2021-04-29,Buy,ARKG,908 DEVICES INC,14984,MASS
1095,,,0.0149,71944F106,2021-04-29,Sell,ARKG,PHREESIA INC,27718,PHR
1096,,,0.1025,883556102,2021-04-29,Sell,ARKG,THERMO FISHER SCIENTIFIC INC,21462,TMO
1097,,,0.1002,66987V109,2021-04-29,Sell,ARKG,NOVARTIS AG,112985,NVS
1098,,,0.0948,75886F107,2021-04-29,Sell,ARKG,REGENERON PHARMACEUTICALS INC,18937,REGN
1099,,,0.0151,72940R300,2021-04-29,Sell,ARKG,PLURISTEM THERAPEUTICS INC,310383,PSTI
1100,,,0.0299,74624M102,2021-04-29,Sell,ARKG,PURE STORAGE INC,140875,PSTG
1101,,,0.1961,88160R101,2021-04-29,Buy,ARKK,TESLA INC,69149,TSLA
1102,,,0.3033,87918A105,2021-04-29,Buy,ARKK,TELADOC HEALTH INC,424255,TDOC
1103,,,0.1543,L8681T102,2021-04-29,Buy,ARKK,SPOTIFY TECHNOLOGY SA,140218,SPOT
1104,,,0.0271,82509L107,2021-04-29,Buy,ARKK,SHOPIFY INC,5105,SHOP
1105,,,0.1511,19260Q107,2021-04-29,Buy,ARKK,COINBASE GLOBAL INC,121357,COIN
1106,,,0.0185,46269C102,2021-04-29,Buy,ARKK,IRIDIUM COMMUNICATIONS INC,115301,IRDM
1107,,,0.1933,77543R102,2021-04-29,Sell,ARKK,ROKU INC,128963,ROKU
1108,,,0.047,98954M200,2021-04-29,Sell,ARKK,ZILLOW GROUP INC,84217,Z
1109,,,0.031,880770102,2021-04-29,Sell,ARKK,TERADYNE INC,56383,TER
1110,,,0.0998,45866F104,2021-04-29,Sell,ARKK,INTERCONTINENTAL EXCHANGE INC,202083,ICE
1111,,,0.3109,852234103,2021-04-29,Sell,ARKK,SQUARE INC,299660,SQ
1112,,,0.0649,693718108,2021-04-29,Sell,ARKK,PACCAR INC,169493,PCAR
1113,,,0.1552,81141R100,2021-04-29,Sell,ARKK,SEA LTD,143675,SE
1114,,,0.0296,88554D205,2021-04-29,Buy,ARKQ,3D SYSTEMS CORP,45428,DDD
1115,,,0.1384,G3770A102,2021-04-29,Buy,ARKQ,GALILEO ACQUISITION CORP,454800,GLEO
1116,,,0.0169,G50740102,2021-04-29,Buy,ARKQ,JAWS SPITFIRE ACQUISITION CORP,54083,SPFR
1117,,,0.2016,67066G104,2021-04-29,Sell,ARKQ,NVIDIA CORP,10973,NVDA
1118,,,0.3194,87918A105,2021-04-29,Buy,ARKW,TELADOC HEALTH INC,125379,TDOC
1119,,,0.0718,88032Q109,2021-04-29,Buy,ARKW,TENCENT HOLDINGS LTD,59500,TCEHY
1120,,,0.1604,L8681T102,2021-04-29,Buy,ARKW,SPOTIFY TECHNOLOGY SA,41241,SPOT
1121,,,0.1456,82509L107,2021-04-29,Buy,ARKW,SHOPIFY INC,7842,SHOP
1122,,,0.1548,722304102,2021-04-29,Buy,ARKW,PINDUODUO INC,75700,PDD
1123,,,0.145,19260Q107,2021-04-29,Buy,ARKW,COINBASE GLOBAL INC,32928,COIN
1124,,,0.0895,88160R101,2021-04-29,Buy,ARKW,TESLA INC,8916,TSLA
1125,,,0.1867,82837P408,2021-04-29,Sell,ARKW,SILVERGATE CAPITAL CORP,112000,SI
1126,,,0.8537,67066G104,2021-04-29,Sell,ARKW,NVIDIA CORP,94348,NVDA
1127,,,0.0096,00851L103,2021-04-29,Sell,ARKW,AGORA INC,12110,API
1128,,,0.0002,125842203,2021-04-28,Buy,ARKG,CM LIFE SCIENCES II INC,1274,CMIIU
1129,,,0.0012,98985X100,2021-04-28,Buy,ARKG,ZYMERGEN INC,2645,ZY
1130,,,0.0087,75629V104,2021-04-28,Buy,ARKG,RECURSION PHARMACEUTICALS INC,27187,RXRX
1131,,,0.0067,65443P102,2021-04-28,Buy,ARKG,908 DEVICES INC,12214,MASS
1132,,,0.0131,462222100,2021-04-28,Buy,ARKG,IONIS PHARMACEUTICALS INC,29941,IONS
1133,,,0.0173,71944F106,2021-04-28,Sell,ARKG,PHREESIA INC,32609,PHR
1134,,,0.0065,74624M102,2021-04-28,Sell,ARKG,PURE STORAGE INC,30984,PSTG
1135,,,0.0011,72940R300,2021-04-28,Sell,ARKG,PLURISTEM THERAPEUTICS INC,23583,PSTI
1136,,,0.001,87184Q107,2021-04-28,Sell,ARKG,SYROS PHARMACEUTICALS INC,14945,SYRS
1137,,,0.1419,88160R101,2021-04-28,Buy,ARKK,TESLA INC,49755,TSLA
1138,,,0.2939,L8681T102,2021-04-28,Buy,ARKK,SPOTIFY TECHNOLOGY SA,271349,SPOT
1139,,,0.1171,82509L107,2021-04-28,Buy,ARKK,SHOPIFY INC,23063,SHOP
1140,,,0.0062,46269C102,2021-04-28,Buy,ARKK,IRIDIUM COMMUNICATIONS INC,39867,IRDM
1141,,,0.0793,693718108,2021-04-28,Sell,ARKK,PACCAR INC,213994,PCAR
1142,,,0.0183,74624M102,2021-04-28,Sell,ARKK,PURE STORAGE INC,215240,PSTG
1143,,,0.0525,66987V109,2021-04-28,Sell,ARKK,NOVARTIS AG,148180,NVS
1144,,,0.0518,871607107,2021-04-28,Sell,ARKK,SYNOPSYS INC,50427,SNPS
1145,,,0.1939,852234103,2021-04-28,Sell,ARKK,SQUARE INC,185396,SQ
1146,,,0.0757,45866F104,2021-04-28,Sell,ARKK,INTERCONTINENTAL EXCHANGE INC,155169,ICE
1147,,,0.0181,G50740102,2021-04-28,Buy,ARKQ,JAWS SPITFIRE ACQUISITION CORP,58394,SPFR
1148,,,0.1511,G3770A102,2021-04-28,Buy,ARKQ,GALILEO ACQUISITION CORP,506397,GLEO
1149,,,0.1036,47215P106,2021-04-28,Buy,ARKW,JD.COM INC,90358,JD
1150,,,0.1059,722304102,2021-04-28,Buy,ARKW,PINDUODUO INC,51200,PDD
1151,,,0.143,72352L106,2021-04-28,Buy,ARKW,PINTEREST INC,145050,PINS
1152,,,0.301,L8681T102,2021-04-28,Buy,ARKW,SPOTIFY TECHNOLOGY SA,78399,SPOT
1153,,,0.0947,00851L103,2021-04-28,Sell,ARKW,AGORA INC,119834,API
1154,,,0.0991,81141R100,2021-04-28,Sell,ARKW,SEA LTD,25720,SE
1155,,,0.1623,82837P408,2021-04-28,Sell,ARKW,SILVERGATE CAPITAL CORP,98941,SI
1156,,,0.3484,852234103,2021-04-28,Sell,ARKW,SQUARE INC,94679,SQ
1157,,,0.2011,G59669104,2021-04-27,Buy,ARKF,MEITUAN,225307,3690HK
1158,,,0.2536,47215P106,2021-04-27,Buy,ARKF,JD.COM INC,140671,JD
1159,,,0.4036,82509L107,2021-04-27,Buy,ARKF,SHOPIFY INC,15204,SHOP
1160,,,0.3832,45866F104,2021-04-27,Sell,ARKF,INTERCONTINENTAL EXCHANGE INC,137200,ICE
1161,,,0.6552,852234103,2021-04-27,Sell,ARKF,SQUARE INC,110682,SQ
1162,,,0.0,98985X100,2021-04-27,Buy,ARKG,ZYMERGEN INC,106,ZY
1163,,,0.0,75629V104,2021-04-27,Buy,ARKG,RECURSION PHARMACEUTICALS INC,142,RXRX
1164,,,0.0074,65443P102,2021-04-27,Buy,ARKG,908 DEVICES INC,13412,MASS
1165,,,0.0246,125842203,2021-04-27,Buy,ARKG,CM LIFE SCIENCES II INC,179166,CMIIU
1166,,,0.0706,462222100,2021-04-27,Buy,ARKG,IONIS PHARMACEUTICALS INC,161563,IONS
1167,,,0.0154,71944F106,2021-04-27,Sell,ARKG,PHREESIA INC,28919,PHR
1168,,,0.0249,87184Q107,2021-04-27,Sell,ARKG,SYROS PHARMACEUTICALS INC,376429,SYRS
1169,,,0.0,72940R300,2021-04-27,Sell,ARKG,PLURISTEM THERAPEUTICS INC,816,PSTI
1170,,,0.0022,74624M102,2021-04-27,Sell,ARKG,PURE STORAGE INC,10300,PSTG
1171,,,0.022,693718108,2021-04-27,Sell,ARKK,PACCAR INC,58997,PCAR
1172,,,0.1106,90089L108,2021-04-27,Buy,ARKQ,TUSIMPLE HOLDINGS INC,94997,TSP
1173,,,0.1462,90364P105,2021-04-27,Buy,ARKQ,UIPATH INC,62203,PATH
1174,,,0.0042,G50740102,2021-04-27,Buy,ARKQ,JAWS SPITFIRE ACQUISITION CORP,13679,SPFR
1175,,,0.3667,67066G104,2021-04-27,Sell,ARKQ,NVIDIA CORP,20039,NVDA
1176,,,0.1162,88032Q109,2021-04-27,Buy,ARKW,TENCENT HOLDINGS LTD,100100,TCEHY
1177,,,0.1478,82509L107,2021-04-27,Buy,ARKW,SHOPIFY INC,8985,SHOP
1178,,,0.2289,722304102,2021-04-27,Buy,ARKW,PINDUODUO INC,113379,PDD
1179,,,0.3729,19260Q107,2021-04-27,Buy,ARKW,COINBASE GLOBAL INC,85411,COIN
1180,,,0.082,47215P106,2021-04-27,Buy,ARKW,JD.COM INC,74124,JD
1181,,,0.0012,30303M102,2021-04-27,Sell,ARKW,FACEBOOK INC,265,FB
1182,,,0.0937,52603B107,2021-04-27,Sell,ARKW,LENDINGTREE INC,27025,TREE
1183,,,0.0049,G06242104,2021-04-27,Sell,ARKW,ATLASSIAN CORP PLC,1433,TEAM
1184,,,0.0035,00724F101,2021-04-27,Sell,ARKW,ADOBE INC,472,ADBE
1185,,,0.1097,852234103,2021-04-27,Sell,ARKW,SQUARE INC,30000,SQ
1186,,,0.0094,871607107,2021-04-27,Sell,ARKW,SYNOPSYS INC,2583,SNPS
1187,,,0.2369,82837P408,2021-04-27,Sell,ARKW,SILVERGATE CAPITAL CORP,144507,SI
1188,,,0.1548,77543R102,2021-04-27,Sell,ARKW,ROKU INC,29701,ROKU
1189,,,0.121,00851L103,2021-04-27,Sell,ARKW,AGORA INC,149675,API
1190,,,0.0552,67066G104,2021-04-27,Sell,ARKW,NVIDIA CORP,6222,NVDA
1191,,,0.0412,00783V104,2021-04-27,Sell,ARKW,ADYEN NV,56618,ADYEY
1192,,,0.0521,443573100,2021-04-27,Sell,ARKW,HUBSPOT INC,6425,HUBS
1193,,,0.3368,47215P106,2021-04-27,Buy,ARKX,JD.COM INC,30005,JD
1194,,,0.3365,46269C102,2021-04-27,Buy,ARKX,IRIDIUM COMMUNICATIONS INC,60636,IRDM
1195,,,0.3313,G59669104,2021-04-27,Buy,ARKX,MEITUAN,59428,3690HK
1196,,,0.4996,880770102,2021-04-27,Sell,ARKX,TERADYNE INC,26230,TER
1197,,,0.332,983919101,2021-04-27,Sell,ARKX,XILINX INC,17088,XLNX
1198,,,0.0527,90364P105,2021-04-26,Buy,ARKF,UIPATH INC,28430,PATH
1199,,,0.0334,462222100,2021-04-26,Buy,ARKG,IONIS PHARMACEUTICALS INC,76959,IONS
1200,,,0.0009,65443P102,2021-04-26,Buy,ARKG,908 DEVICES INC,1741,MASS
1201,,,0.0523,90364P105,2021-04-26,Buy,ARKG,UIPATH INC,64961,PATH
1202,,,0.0091,98985X100,2021-04-26,Buy,ARKG,ZYMERGEN INC,21090,ZY
1203,,,0.0173,75629V104,2021-04-26,Buy,ARKG,RECURSION PHARMACEUTICALS INC,56979,RXRX
1204,,,0.0039,87184Q107,2021-04-26,Sell,ARKG,SYROS PHARMACEUTICALS INC,58782,SYRS
1205,,,0.0005,72940R300,2021-04-26,Sell,ARKG,PLURISTEM THERAPEUTICS INC,10627,PSTI
1206,,,0.053,74624M102,2021-04-26,Sell,ARKG,PURE STORAGE INC,248692,PSTG
1207,,,0.0161,71944F106,2021-04-26,Sell,ARKG,PHREESIA INC,30193,PHR
1208,,,0.1353,82509L107,2021-04-26,Buy,ARKK,SHOPIFY INC,28989,SHOP
1209,,,0.0516,90364P105,2021-04-26,Buy,ARKK,UIPATH INC,159100,PATH
1210,,,0.0154,46269C102,2021-04-26,Buy,ARKK,IRIDIUM COMMUNICATIONS INC,98904,IRDM
1211,,,0.0916,693718108,2021-04-26,Sell,ARKK,PACCAR INC,243122,PCAR
1212,,,0.0001,70450Y103,2021-04-26,Sell,ARKK,PAYPAL HOLDINGS INC,99,PYPL
1213,,,0.0002,874039100,2021-04-26,Sell,ARKK,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,495,TSM
1214,,,0.0794,65481N100,2021-04-26,Buy,ARKQ,NIU TECHNOLOGIES,71141,NIU
1215,,,0.0548,90364P105,2021-04-26,Buy,ARKQ,UIPATH INC,23133,PATH
1216,,,0.0333,G50740102,2021-04-26,Buy,ARKQ,JAWS SPITFIRE ACQUISITION CORP,110016,SPFR
1217,,,0.0432,90089L108,2021-04-26,Buy,ARKQ,TUSIMPLE HOLDINGS INC,36785,TSP
1218,,,0.0093,983919101,2021-04-26,Sell,ARKQ,XILINX INC,2376,XLNX
1219,,,0.0188,874039100,2021-04-26,Sell,ARKQ,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,5287,TSM
1220,,,0.1713,67066G104,2021-04-26,Sell,ARKQ,NVIDIA CORP,9478,NVDA
1221,,,0.0399,88032Q109,2021-04-26,Buy,ARKW,TENCENT HOLDINGS LTD,35000,TCEHY
1222,,,0.1653,722304102,2021-04-26,Buy,ARKW,PINDUODUO INC,82323,PDD
1223,,,0.0521,90364P105,2021-04-26,Buy,ARKW,UIPATH INC,45531,PATH
1224,,,0.2181,47215P106,2021-04-26,Buy,ARKW,JD.COM INC,202300,JD
1225,,,0.3282,19260Q107,2021-04-26,Buy,ARKW,COINBASE GLOBAL INC,76288,COIN
1226,,,0.1341,256163106,2021-04-26,Sell,ARKW,DOCUSIGN INC,40692,DOCU
1227,,,0.0347,82837P408,2021-04-26,Sell,ARKW,SILVERGATE CAPITAL CORP,21044,SI
1228,,,0.251,852234103,2021-04-26,Sell,ARKW,SQUARE INC,70959,SQ
1229,,,0.0171,00851L103,2021-04-26,Sell,ARKW,AGORA INC,20265,API
1230,,,0.1104,52603B107,2021-04-26,Sell,ARKW,LENDINGTREE INC,33372,TREE
1231,,,0.0545,90364P105,2021-04-26,Buy,ARKX,UIPATH INC,4690,PATH
1232,,,0.1212,52603B107,2021-04-23,Sell,ARKF,LENDINGTREE INC,23470,TREE
1233,,,0.0346,462222100,2021-04-23,Buy,ARKG,IONIS PHARMACEUTICALS INC,78639,IONS
1234,,,0.0011,65443P102,2021-04-23,Buy,ARKG,908 DEVICES INC,2019,MASS
1235,,,0.013,75629V104,2021-04-23,Buy,ARKG,RECURSION PHARMACEUTICALS INC,41852,RXRX
1236,,,0.0037,87184Q107,2021-04-23,Sell,ARKG,SYROS PHARMACEUTICALS INC,55616,SYRS
1237,,,0.0001,72940R300,2021-04-23,Sell,ARKG,PLURISTEM THERAPEUTICS INC,1163,PSTI
1238,,,0.0176,71944F106,2021-04-23,Sell,ARKG,PHREESIA INC,32498,PHR
1239,,,0.0026,07373V105,2021-04-23,Buy,ARKK,BEAM THERAPEUTICS INC,8386,BEAM
1240,,,0.2663,19260Q107,2021-04-23,Buy,ARKK,COINBASE GLOBAL INC,221167,COIN
1241,,,0.0158,46269C102,2021-04-23,Buy,ARKK,IRIDIUM COMMUNICATIONS INC,101022,IRDM
1242,,,0.0003,83067L109,2021-04-23,Buy,ARKK,SKILLZ INC,3873,SKLZ
1243,,,0.1965,852234103,2021-04-23,Sell,ARKK,SQUARE INC,193800,SQ
1244,,,0.0634,693718108,2021-04-23,Sell,ARKK,PACCAR INC,163986,PCAR
1245,,,0.0042,88554D205,2021-04-23,Buy,ARKQ,3D SYSTEMS CORP,6680,DDD
1246,,,0.0159,65481N100,2021-04-23,Buy,ARKQ,NIU TECHNOLOGIES,14344,NIU
1247,,,0.0447,G50740102,2021-04-23,Buy,ARKQ,JAWS SPITFIRE ACQUISITION CORP,147340,SPFR
1248,,,0.1049,67066G104,2021-04-23,Sell,ARKQ,NVIDIA CORP,5800,NVDA
1249,,,0.0103,256163106,2021-04-23,Sell,ARKW,DOCUSIGN INC,3141,DOCU
1250,,,0.0122,74624M102,2021-04-23,Sell,ARKW,PURE STORAGE INC,40132,PSTG
1251,,,0.188,52603B107,2021-04-23,Sell,ARKW,LENDINGTREE INC,58600,TREE
1252,,,0.007,52603B107,2021-04-22,Sell,ARKF,LENDINGTREE INC,1319,TREE
1253,,,0.0036,75629V104,2021-04-22,Buy,ARKG,RECURSION PHARMACEUTICALS INC,11311,RXRX
1254,,,0.0019,65443P102,2021-04-22,Buy,ARKG,908 DEVICES INC,3616,MASS
1255,,,0.0081,462222100,2021-04-22,Buy,ARKG,IONIS PHARMACEUTICALS INC,18496,IONS
1256,,,0.0186,71944F106,2021-04-22,Sell,ARKG,PHREESIA INC,34767,PHR
1257,,,0.0002,72940R300,2021-04-22,Sell,ARKG,PLURISTEM THERAPEUTICS INC,3712,PSTI
1258,,,0.0067,87184Q107,2021-04-22,Sell,ARKG,SYROS PHARMACEUTICALS INC,100143,SYRS
1259,,,0.0926,883556102,2021-04-22,Sell,ARKG,THERMO FISHER SCIENTIFIC INC,18200,TMO
1260,,,0.0847,83067L109,2021-04-22,Buy,ARKK,SKILLZ INC,1222207,SKLZ
1261,,,0.018,46269C102,2021-04-22,Buy,ARKK,IRIDIUM COMMUNICATIONS INC,112519,IRDM
1262,,,0.0663,26142R104,2021-04-22,Buy,ARKK,DRAFTKINGS INC,266488,DKNG
1263,,,0.2502,19260Q107,2021-04-22,Buy,ARKK,COINBASE GLOBAL INC,195097,COIN
1264,,,0.0277,07373V105,2021-04-22,Buy,ARKK,BEAM THERAPEUTICS INC,88700,BEAM
1265,,,0.0215,693718108,2021-04-22,Sell,ARKK,PACCAR INC,54487,PCAR
1266,,,0.1031,77543R102,2021-04-22,Sell,ARKK,ROKU INC,69112,ROKU
1267,,,0.3485,852234103,2021-04-22,Sell,ARKK,SQUARE INC,333316,SQ
1268,,,0.0122,G50740102,2021-04-22,Buy,ARKQ,JAWS SPITFIRE ACQUISITION CORP,39552,SPFR
1269,,,0.012,65481N100,2021-04-22,Buy,ARKQ,NIU TECHNOLOGIES,11037,NIU
1270,,,0.1065,88554D205,2021-04-22,Buy,ARKQ,3D SYSTEMS CORP,162600,DDD
1271,,,0.0852,67066G104,2021-04-22,Sell,ARKQ,NVIDIA CORP,4700,NVDA
1272,,,0.084,722304102,2021-04-22,Buy,ARKW,PINDUODUO INC,43593,PDD
1273,,,0.1458,679295105,2021-04-22,Buy,ARKW,OKTA INC,35112,OKTA
1274,,,0.2437,19260Q107,2021-04-22,Buy,ARKW,COINBASE GLOBAL INC,55374,COIN
1275,,,0.1182,88032Q109,2021-04-22,Buy,ARKW,TENCENT HOLDINGS LTD,98315,TCEHY
1276,,,0.0736,443573100,2021-04-22,Sell,ARKW,HUBSPOT INC,9420,HUBS
1277,,,0.1431,256163106,2021-04-22,Sell,ARKW,DOCUSIGN INC,43300,DOCU
1278,,,0.0166,74624M102,2021-04-22,Sell,ARKW,PURE STORAGE INC,53863,PSTG
1279,,,0.028,70450Y103,2021-04-22,Sell,ARKW,PAYPAL HOLDINGS INC,7200,PYPL
1280,,,0.2489,852234103,2021-04-22,Sell,ARKW,SQUARE INC,68432,SQ
1281,,,0.3326,G59669104,2021-04-21,Buy,ARKF,MEITUAN,377486,3690HK
1282,,,0.3834,90364P105,2021-04-21,Buy,ARKF,UIPATH INC,238407,PATH
1283,,,0.1459,461202103,2021-04-21,Sell,ARKF,INTUIT INC,15033,INTU
1284,,,0.1182,67066G104,2021-04-21,Sell,ARKF,NVIDIA CORP,8159,NVDA
1285,,,0.1275,52603B107,2021-04-21,Sell,ARKF,LENDINGTREE INC,25000,TREE
1286,,,0.1464,98138H101,2021-04-21,Sell,ARKF,WORKDAY INC,24610,WDAY
1287,,,0.0002,75629V104,2021-04-21,Buy,ARKG,RECURSION PHARMACEUTICALS INC,710,RXRX
1288,,,0.3809,90364P105,2021-04-21,Buy,ARKG,UIPATH INC,540806,PATH
1289,,,0.0467,462222100,2021-04-21,Buy,ARKG,IONIS PHARMACEUTICALS INC,108698,IONS
1290,,,0.0018,65443P102,2021-04-21,Buy,ARKG,908 DEVICES INC,3359,MASS
1291,,,0.0614,883556102,2021-04-21,Sell,ARKG,THERMO FISHER SCIENTIFIC INC,12300,TMO
1292,,,0.003,87184Q107,2021-04-21,Sell,ARKG,SYROS PHARMACEUTICALS INC,47382,SYRS
1293,,,0.0102,66987V109,2021-04-21,Sell,ARKG,NOVARTIS AG,11038,NVS
1294,,,0.062,771195104,2021-04-21,Sell,ARKG,ROCHE HOLDING AG,138361,RHHBY
